id,name,address,district,lat,lng,phone,hours,rating,review_count,website,google_maps_url,source,is_verified,created_at
115,Tiệm Vàng Nhân Nghĩa,"chỉ: 78 Võ Văn Tần, Chính Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 988 094 194,,4.3,0,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+Nh%C3%A2n+Ngh%C4%A9a/data=!4m7!3m6!1s0x3142184d5f70b1d9:0xa450582d861f7b7a!8m2!3d16.0668706!4d108.202153!16s%2Fg%2F1hc0rcv_q!19sChIJ2bFwX00YQjERensfhi1YUKQ?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:41:30
116,Tiệm Vàng Kim Cúc,"chỉ: 155 Dũng Sĩ Thanh Khê, Thanh Khê Tây, Thanh Khê, Đà Nẵng, Việt Nam",Thanh Khê,,,+84 236 3764 250,,3.0,0,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+Kim+C%C3%BAc/data=!4m7!3m6!1s0x314218e43ec0952f:0x94bdeeb19586610b!8m2!3d16.0754883!4d108.1737054!16s%2Fg%2F11b67r0rs8!19sChIJL5XAPuQYQjERC2GGlbHuvZQ?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:41:34
117,Hiệu Vàng Ngọc Vân Hưng,"chỉ: 523/02 Điện Biên Phủ, Thanh Khê Đông, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 905 526 706,,2.3,9,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Ng%E1%BB%8Dc+V%C3%A2n+H%C6%B0ng/data=!4m7!3m6!1s0x314219004cb89411:0xe20fa9079d21abe3!8m2!3d16.0651582!4d108.185558!16s%2Fg%2F11w8j3zx_7!19sChIJEZS4TAAZQjER46shnQepD-I?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:41:38
118,Tiệm Vàng Phia Vân,"chỉ: 326/2 Hùng Vương, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3823 226,,2.1,7,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+Phia+V%C3%A2n/data=!4m7!3m6!1s0x3142184a77d426c3:0x34cb1317a034cb59!8m2!3d16.0666394!4d108.2102074!16s%2Fg%2F1tg8g60v!19sChIJwybUd0oYQjERWcs0oBcTyzQ?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:41:43
119,Hiệu Vàng Vĩnh Diệp,"chỉ: 364 Hùng Vương, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Hải Châu,,,,,3.1,8,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+V%C4%A9nh+Di%E1%BB%87p/data=!4m7!3m6!1s0x3142184aedeb44dd:0xec76872c1a1bb5f2!8m2!3d16.0670062!4d108.2122879!16s%2Fg%2F1hc1msnzn!19sChIJ3UTr7UoYQjER8rUbGiyHduw?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:41:47
120,Vàng mã Thu Lan - Đà Nẵng,"chỉ: 21 K64 Lê Đình Lý, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 973 797 929,,0.0,0,,https://www.google.com/maps/place/V%C3%A0ng+m%C3%A3+Thu+Lan+-+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x31421941bcb8092d:0xdb7e3f196168e875!8m2!3d16.0571544!4d108.2110941!16s%2Fg%2F11s57fgkqs!19sChIJLQm4vEEZQjERdehoYRk_fts?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:41:51
121,Hiệu Vàng Ngọc Diệp Hoàng,"chỉ: 418 Hùng Vương, Thạc Gián, Thanh Khê, Đà Nẵng 50000, Việt Nam",Hải Châu,,,+84 909 509 555,,4.0,8,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Ng%E1%BB%8Dc+Di%E1%BB%87p+Ho%C3%A0ng/data=!4m7!3m6!1s0x3142197a53dcb6d5:0x1533d1cd75ced278!8m2!3d16.0667497!4d108.2108593!16s%2Fg%2F11w3k6n0sm!19sChIJ1bbcU3oZQjEReNLOdc3RMxU?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:41:55
122,Hiệu Vàng Kim Cúc,"chỉ: 74 Hồ Quý Ly, Thanh Khê Tây, Liên Chiểu, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 905 866 030,,5.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Kim+C%C3%BAc/data=!4m7!3m6!1s0x314218e6bd33fd33:0x452e1c249da6fb41!8m2!3d16.0754723!4d108.1716931!16s%2Fg%2F1hc6x_q82!19sChIJM_0zveYYQjERQfumnSQcLkU?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:41:59
123,Hiệu Bạc NGỌC LINH,"chỉ: 631 Trần Cao Vân, Xuân Hà, Thanh Khê, Đà Nẵng, Việt Nam",Thanh Khê,,,+84 762 508 228,,4.4,23,,https://www.google.com/maps/place/Hi%E1%BB%87u+B%E1%BA%A1c+NG%E1%BB%8CC+LINH/data=!4m7!3m6!1s0x314218fec016e35f:0xbdf1bcc1581fa4fc!8m2!3d16.0716508!4d108.1860637!16s%2Fg%2F11gg731fr2!19sChIJX-MWwP4YQjER_KQfWMG88b0?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:03
124,Hiệu vàng Nghĩa Tín 2,"chỉ: 384 Hùng Vương, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3851 290,,5.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+v%C3%A0ng+Ngh%C4%A9a+T%C3%ADn+2/data=!4m7!3m6!1s0x3142184aef7e5b25:0x27d425faa9a5397d!8m2!3d16.0669381!4d108.2119601!16s%2Fg%2F1hc3057zz!19sChIJJVt-70oYQjERfTmlqfol1Cc?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:07
125,Huu Dau Jewelry Shop,"chỉ: 269 Hùng Vương, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3820 661,,5.0,0,,https://www.google.com/maps/place/Huu+Dau+Jewelry+Shop/data=!4m7!3m6!1s0x3142184aee3aee2b:0x405e594b9f4bb0b7!8m2!3d16.0667903!4d108.2121556!16s%2Fg%2F1tflvcdk!19sChIJK-467koYQjERt7BLn0tZXkA?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:12
126,VÀNG BẠC NGỌC ÁNH VẪN,"chỉ: 46 Điện Biên Phủ, Chính Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,,,0.0,9,,https://www.google.com/maps/place/V%C3%80NG+B%E1%BA%A0C+NG%E1%BB%8CC+%C3%81NH+V%E1%BA%AAN/data=!4m7!3m6!1s0x31421970fa628029:0x139229cd2fa19201!8m2!3d16.0666574!4d108.2033714!16s%2Fg%2F11h56d105p!19sChIJKYBi-nAZQjERAZKhL80pkhM?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:16
127,Hiệu Vàng Minh Thanh,"chỉ: 250 Ông Ích Khiêm, Hải Châu, Thanh Khê, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3824 819,,0.0,9,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Minh+Thanh/data=!4m7!3m6!1s0x3142184a0eaf04b9:0xf7ebc3899aa2810f!8m2!3d16.0697601!4d108.2136229!16s%2Fg%2F1whdfv48!19sChIJuQSvDkoYQjERD4GimonD6_c?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:20
128,Tiệm Vàng Kim Uyên,"chỉ: 280 Trần Cao Vân, Xuân Hà, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 236 2226 467,,0.0,0,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+Kim+Uy%C3%AAn/data=!4m7!3m6!1s0x3142184e0880b1ed:0xf173fd6e2ede5457!8m2!3d16.0714141!4d108.2029423!16s%2Fg%2F1wt3kwn0!19sChIJ7bGACE4YQjERV1TeLm79c_E?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:24
129,Phụ Kiện Trang Sức Đà Nẵng - The Sol,"chỉ: 69 Cù Chính Lan, Thanh Khê Đông, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 971 117 435,,4.0,8,https://www.facebook.com/thesol69/,https://www.google.com/maps/place/Ph%E1%BB%A5+Ki%E1%BB%87n+Trang+S%E1%BB%A9c+%C4%90%C3%A0+N%E1%BA%B5ng+-+The+Sol/data=!4m7!3m6!1s0x3142193e9090c9f5:0x8a5f8af3a525d361!8m2!3d16.0650746!4d108.1873747!16s%2Fg%2F11j1c6x0yf!19sChIJ9cmQkD4ZQjERYdMlpfOKX4o?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:28
130,Hiệu Vàng Ngọc Hồng,"chỉ: 419 Trường Chinh, An Khê, Thanh Khê, Đà Nẵng, Việt Nam",Thanh Khê,,,+84 934 939 805,,0.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Ng%E1%BB%8Dc+H%E1%BB%93ng/data=!4m7!3m6!1s0x314219768bae304f:0x6e1d4b07aba620c8!8m2!3d16.0376094!4d108.1872652!16s%2Fg%2F11tnwk3__w!19sChIJTzCui3YZQjERyCCmqwdLHW4?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:32
131,Trang sức Bạc Bình Thuyết,"chỉ: 462C Điện Biên Phủ, Thanh Khê Đông, Thanh Khê, Đà Nẵng 55000, Việt Nam",Thanh Khê,,,+84 822 777 743,,0.0,7,,https://www.google.com/maps/place/Trang+s%E1%BB%A9c+B%E1%BA%A1c+B%C3%ACnh+Thuy%E1%BA%BFt/data=!4m7!3m6!1s0x3142190030dc5ae3:0xfae82da08d185cd2!8m2!3d16.0659984!4d108.1879116!16s%2Fg%2F11c5stgn2s!19sChIJ41rcMAAZQjER0lwYjaAt6Po?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:36
132,Gems Casa Luxury Diamond & Jewelry,"chỉ: 223 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 763 669 995,,5.0,0,http://kimcuongdanang.com/,https://www.google.com/maps/place/Gems+Casa+Luxury+Diamond+%26+Jewelry/data=!4m7!3m6!1s0x3142199a405c799f:0x271e1c45c8f36a03!8m2!3d16.060029!4d108.2131282!16s%2Fg%2F11fk13wmtw!19sChIJn3lcQJoZQjERA2rzyEUcHic?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:40
133,Hiệu Vàng Nhân,"chỉ: 78 Võ Văn Tần, Chính Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 905 140 304,,0.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Nh%C3%A2n/data=!4m7!3m6!1s0x3142184d146af777:0x32f6f59c524adc85!8m2!3d16.066906!4d108.2021211!16s%2Fg%2F1hdzcp6mk!19sChIJd_dqFE0YQjERhdxKUpz19jI?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:44
134,Trang Sức Uy Tín Đà Nẵng - Phước swiss,"chỉ: 311 Lê Duẩn, Chính Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 905 846 632,,5.0,853,https://www.facebook.com/profile.php?id=61552324238272&locale=vi_VN,https://www.google.com/maps/place/Trang+S%E1%BB%A9c+Uy+T%C3%ADn+%C4%90%C3%A0+N%E1%BA%B5ng+-+Ph%C6%B0%E1%BB%9Bc+swiss/data=!4m7!3m6!1s0x31421900415ff4eb:0x353efd91386cab61!8m2!3d16.069394!4d108.2104106!16s%2Fg%2F11vzts960t!19sChIJ6_RfQQAZQjERYatsOJH9PjU?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:48
135,Hiệu Vàng Hữu Tín,"chỉ: 3686+G39, Hàm Nghi, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,,,0.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+H%E1%BB%AFu+T%C3%ADn/data=!4m7!3m6!1s0x3142184b3ce7fb6b:0x361f9092914a7a89!8m2!3d16.0662975!4d108.2102286!16s%2Fg%2F11qg2h9btm!19sChIJa_vnPEsYQjERiXpKkZKQHzY?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:53
136,Hiệu Vàng Châu Hồng,"chỉ: 762 Trần Cao Vân, Thanh Khê Đông, Thanh Khê, Đà Nẵng, Việt Nam",Thanh Khê,,,+84 236 3746 104,,0.0,9,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Ch%C3%A2u+H%E1%BB%93ng/data=!4m7!3m6!1s0x314218febf771f81:0xe672b38ac642848c!8m2!3d16.071573!4d108.1856693!16s%2Fg%2F1tg9klz_!19sChIJgR93v_4YQjERjIRCxoqzcuY?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:42:57
137,TAM GIÁC VÀNG,"chỉ: 109 Nguyễn Phước Nguyên, Thanh Khê Đông, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,,,5.0,0,,https://www.google.com/maps/place/TAM+GI%C3%81C+V%C3%80NG/data=!4m7!3m6!1s0x314219e4961bded3:0x6b711a71b8678430!8m2!3d16.0593585!4d108.1807241!16s%2Fg%2F11ft89kztf!19sChIJ094bluQZQjERMIRnuHEacWs?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:01
138,Tệm Vàng - Bạc Tuấn Dũng,"chỉ: 18 Đỗ Quang, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 236 3690 046,,0.0,0,,https://www.google.com/maps/place/T%E1%BB%87m+V%C3%A0ng+-+B%E1%BA%A1c+Tu%E1%BA%A5n+D%C5%A9ng/data=!4m7!3m6!1s0x314219b507e36b1d:0x9224475fd49206d3!8m2!3d16.0620411!4d108.211656!16s%2Fg%2F1hc9x12f7!19sChIJHWvjB7UZQjER0waS1F9HJJI?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:05
139,Hiệu Vàng Bảo Linh Minh Châu,"chỉ: 51 Hồ Quý Ly, Thanh Khê Tây, Liên Chiểu, Đà Nẵng, Việt Nam",Thanh Khê,,,+84 905 051 059,,5.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+B%E1%BA%A3o+Linh+Minh+Ch%C3%A2u/data=!4m7!3m6!1s0x314219eefc6787fd:0x176d7d1e919d74d8!8m2!3d16.0747583!4d108.1714704!16s%2Fg%2F11g0j9j2q6!19sChIJ_Ydn_O4ZQjER2HSdkR59bRc?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:09
140,Hiệu Vàng Hiệp Thuấn,"chỉ: 30 Hồ Quý Ly, Thanh Khê Tây, Liên Chiểu, Đà Nẵng, Việt Nam",Thanh Khê,,,+84 236 2245 742,,3.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Hi%E1%BB%87p+Thu%E1%BA%A5n/data=!4m7!3m6!1s0x314218e6bd4c553f:0x18ff74153aed5770!8m2!3d16.0752109!4d108.1719137!16s%2Fg%2F1hc1y7dk5!19sChIJP1VMveYYQjERcFftOhV0_xg?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:13
141,Tiệm Vàng Khánh Hà,"chỉ: 733 Tôn Đức Thắng, Hoà Khánh Bắc, Liên Chiểu, Đà Nẵng 550000, Việt Nam",Liên Chiểu,,,+84 236 3841 709,,4.2,16,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+Kh%C3%A1nh+H%C3%A0/data=!4m7!3m6!1s0x314218d63c058097:0x3eb581e3ff6db88a!8m2!3d16.0708534!4d108.1506371!16s%2Fg%2F1hc1zyf3j!19sChIJl4AFPNYYQjERirht_-OBtT4?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:17
142,Hiệu vàng Khải Hoàn,"chỉ: 19 P. Đức Chính, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam",Sơn Trà,,,+84 236 3831 318,,3.8,30,,https://www.google.com/maps/place/Hi%E1%BB%87u+v%C3%A0ng+Kh%E1%BA%A3i+Ho%C3%A0n/data=!4m7!3m6!1s0x314217f51ff0ce3f:0x20817f2a3fab24df!8m2!3d16.0862131!4d108.2407735!16s%2Fg%2F1thvddq1!19sChIJP87wH_UXQjER3ySrPyp_gSA?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:22
143,Hiệu Vàng Phương Thảo,"chỉ: 323 Ng. Quyền, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam",Sơn Trà,,,+84 236 3848 115,,4.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Ph%C6%B0%C6%A1ng+Th%E1%BA%A3o/data=!4m7!3m6!1s0x314217f4e4ebc1c5:0x5be10e656c52c503!8m2!3d16.0869118!4d108.2412815!16s%2Fg%2F11bcclx0b5!19sChIJxcHr5PQXQjERA8VSbGUO4Vs?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:26
144,Phú Vinh jewelry Shop,"chỉ: 29 Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng 550000, Việt Nam",Sơn Trà,,,+84 983 836 107,,4.6,17,,https://www.google.com/maps/place/Ph%C3%BA+Vinh+jewelry+Shop/data=!4m7!3m6!1s0x314219005d7cf20f:0x7b5349a6dbbb7725!8m2!3d16.0538847!4d108.2373802!16s%2Fg%2F11wpzqy_wn!19sChIJD_J8XQAZQjERJXe726ZJU3s?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:30
145,Hiệu vàng Ngọc Nhung,"chỉ: 117 Nguyễn Phan Vinh, Thọ Quang, Sơn Trà, Đà Nẵng 550000, Việt Nam",Sơn Trà,,,+84 976 787 249,,5.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+v%C3%A0ng+Ng%E1%BB%8Dc+Nhung/data=!4m7!3m6!1s0x314217e48759e5ed:0x162db72f6a173c7c!8m2!3d16.100483!4d108.2526062!16s%2Fg%2F11rs0k0hwz!19sChIJ7eVZh-QXQjERfDwXai-3LRY?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:34
146,Cửa Hàng Trang Sức PNJ Vincom Đà Nẵng,"chỉ: Tầng trệt, 910A Ngô Quyền, Q. Sơn Trà TP, Đà Nẵng 550000, Việt Nam",Sơn Trà,,,+84 1800 545457,,5.0,482,https://www.pnj.com.vn/,https://www.google.com/maps/place/C%E1%BB%ADa+H%C3%A0ng+Trang+S%E1%BB%A9c+PNJ+Vincom+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x3142182ee022dfad:0xc3414730bdde13ff!8m2!3d16.071692!4d108.2302344!16s%2Fg%2F11gcqwr42n!19sChIJrd8i4C4YQjER_xPevTBHQcM?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:39
147,Trung tâm kim hoàng PNJ,"chỉ: 165 Nguyễn Văn Thoại, Bắc Mỹ An, Sơn Trà, Đà Nẵng 550000, Việt Nam",Sơn Trà,,,+84 236 3952 588,,4.0,8,,https://www.google.com/maps/place/Trung+t%C3%A2m+kim+ho%C3%A0ng+PNJ/data=!4m7!3m6!1s0x3142171c3f559171:0xe56c196a0b7632c2!8m2!3d16.0551122!4d108.2415806!16s%2Fg%2F11h0hjllzh!19sChIJcZFVPxwXQjERwjJ2C2oZbOU?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:43
148,Soulcraft Jewelry,"chỉ: Alley K72/25, Nguyễn Văn Thoại, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam",Ngũ Hành Sơn,,,+84 848 404 343,,4.9,140,https://soulcraftvietnam.com/,https://www.google.com/maps/place/Soulcraft+Jewelry/data=!4m7!3m6!1s0x31421770af21c80d:0x601d2cd74e61c2da!8m2!3d16.0536281!4d108.2405757!16s%2Fg%2F11qnctxq0s!19sChIJDcghr3AXQjER2sJhTtcsHWA?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:47
149,Tiệm Vàng Ngọc Huyền,"chỉ: 1 Triệu Việt Vương, An Hải Trung, Sơn Trà, Đà Nẵng 550000, Việt Nam",Sơn Trà,,,+84 236 3831 455,,0.0,17,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+Ng%E1%BB%8Dc+Huy%E1%BB%81n/data=!4m7!3m6!1s0x3142182c989b2ea5:0x6f789594756fd166!8m2!3d16.0644365!4d108.2304032!16s%2Fg%2F1hc4dx71d!19sChIJpS6bmCwYQjERZtFvdZSVeG8?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:51
150,Kim Nhựt jewelry,"chỉ: 617 Đ. Lê Văn Hiến, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam",Ngũ Hành Sơn,,,+84 236 3836 347,,4.5,0,,https://www.google.com/maps/place/Kim+Nh%E1%BB%B1t+jewelry/data=!4m7!3m6!1s0x314210bf3cf49c79:0x2e537bf52a688230!8m2!3d15.9974531!4d108.2595124!16s%2Fg%2F1hc75pdz3!19sChIJeZz0PL8QQjERMIJoKvV7Uy4?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:43:56
